Date,Province,Cases
3 mei 2020,VlaamsBrabant,13
3 mei 2020,WestVlaanderen,15
4 mei 2020,BrabantWallon,8
4 mei 2020,Brussels,60
4 mei 2020,Hainaut,43
4 mei 2020,Liège,50
4 mei 2020,Limburg,43
4 mei 2020,Luxembourg,8
4 mei 2020,Namur,36
4 mei 2020,OostVlaanderen,60
4 mei 2020,VlaamsBrabant,49
4 mei 2020,WestVlaanderen,134
4 mei 2020,Antwerpen,168
5 mei 2020,WestVlaanderen,71
5 mei 2020,VlaamsBrabant,37
5 mei 2020,OostVlaanderen,61
5 mei 2020,Namur,35
5 mei 2020,Luxembourg,5
5 mei 2020,Limburg,36
5 mei 2020,Liège,35
5 mei 2020,Hainaut,45
5 mei 2020,Brussels,60
5 mei 2020,BrabantWallon,7
5 mei 2020,Antwerpen,139
6 mei 2020,WestVlaanderen,49
6 mei 2020,Hainaut,65
6 mei 2020,VlaamsBrabant,43
6 mei 2020,OostVlaanderen,57
6 mei 2020,Namur,21
6 mei 2020,Luxembourg,8
6 mei 2020,Limburg,43
6 mei 2020,Liège,35
6 mei 2020,Brussels,45
6 mei 2020,BrabantWallon,13
6 mei 2020,Antwerpen,153
7 mei 2020,WestVlaanderen,69
7 mei 2020,BrabantWallon,9
7 mei 2020,Brussels,27
7 mei 2020,Hainaut,37
7 mei 2020,Liège,49
7 mei 2020,Limburg,39
7 mei 2020,Luxembourg,8
7 mei 2020,Namur,32
7 mei 2020,OostVlaanderen,35
7 mei 2020,VlaamsBrabant,19
7 mei 2020,Antwerpen,93
8 mei 2020,VlaamsBrabant,30
8 mei 2020,WestVlaanderen,63
8 mei 2020,OostVlaanderen,45
8 mei 2020,Namur,31
8 mei 2020,Luxembourg,13
8 mei 2020,Limburg,50
8 mei 2020,Liège,37
8 mei 2020,Hainaut,63
8 mei 2020,Brussels,32
8 mei 2020,BrabantWallon,13
8 mei 2020,Antwerpen,61
9 mei 2020,Antwerpen,41
9 mei 2020,BrabantWallon,7
9 mei 2020,Brussels,28
9 mei 2020,Hainaut,28
9 mei 2020,Liège,41
9 mei 2020,Luxembourg,4
9 mei 2020,Namur,11
9 mei 2020,OostVlaanderen,22
9 mei 2020,VlaamsBrabant,11
9 mei 2020,WestVlaanderen,27
9 mei 2020,Limburg,15
10 mei 2020,WestVlaanderen,10
10 mei 2020,VlaamsBrabant,7
10 mei 2020,OostVlaanderen,3
10 mei 2020,Namur,3
10 mei 2020,Limburg,9
10 mei 2020,Liège,25
10 mei 2020,Hainaut,10
10 mei 2020,Brussels,12
10 mei 2020,BrabantWallon,6
10 mei 2020,Antwerpen,28
11 mei 2020,WestVlaanderen,97
11 mei 2020,Antwerpen,85
11 mei 2020,BrabantWallon,8
11 mei 2020,Brussels,31
11 mei 2020,Hainaut,37
11 mei 2020,Liège,23
11 mei 2020,Limburg,54
11 mei 2020,Luxembourg,7
11 mei 2020,Namur,26
11 mei 2020,OostVlaanderen,53
11 mei 2020,VlaamsBrabant,34
12 mei 2020,Antwerpen,88
12 mei 2020,BrabantWallon,3
12 mei 2020,Brussels,31
12 mei 2020,Hainaut,54
12 mei 2020,Liège,32
12 mei 2020,Limburg,29
12 mei 2020,Luxembourg,6
12 mei 2020,Namur,18
12 mei 2020,OostVlaanderen,37
12 mei 2020,VlaamsBrabant,27
12 mei 2020,WestVlaanderen,66
13 mei 2020,WestVlaanderen,56
13 mei 2020,VlaamsBrabant,25
13 mei 2020,OostVlaanderen,19
13 mei 2020,Namur,20
13 mei 2020,Luxembourg,5
13 mei 2020,Limburg,31
13 mei 2020,Liège,22
13 mei 2020,Hainaut,29
13 mei 2020,Brussels,33
13 mei 2020,BrabantWallon,8
13 mei 2020,Antwerpen,56
14 mei 2020,VlaamsBrabant,16
14 mei 2020,Antwerpen,48
14 mei 2020,BrabantWallon,1
14 mei 2020,Brussels,41
14 mei 2020,Hainaut,33
14 mei 2020,Liège,27
14 mei 2020,Limburg,25
14 mei 2020,Luxembourg,4
14 mei 2020,Namur,10
14 mei 2020,OostVlaanderen,28
14 mei 2020,WestVlaanderen,53
15 mei 2020,Antwerpen,69
15 mei 2020,BrabantWallon,5
15 mei 2020,Brussels,21
15 mei 2020,Hainaut,45
15 mei 2020,Liège,29
15 mei 2020,Limburg,33
15 mei 2020,Luxembourg,3
15 mei 2020,Namur,9
15 mei 2020,OostVlaanderen,30
15 mei 2020,VlaamsBrabant,12
15 mei 2020,WestVlaanderen,65
16 mei 2020,VlaamsBrabant,11
16 mei 2020,Antwerpen,21
16 mei 2020,BrabantWallon,4
16 mei 2020,Brussels,19
16 mei 2020,Hainaut,10
16 mei 2020,Liège,13
16 mei 2020,Limburg,10
16 mei 2020,Luxembourg,2
16 mei 2020,Namur,5
16 mei 2020,OostVlaanderen,23
16 mei 2020,WestVlaanderen,28
17 mei 2020,Antwerpen,17
17 mei 2020,BrabantWallon,3
17 mei 2020,Brussels,7
17 mei 2020,Hainaut,6
17 mei 2020,Liège,7
17 mei 2020,Limburg,9
17 mei 2020,Namur,1
17 mei 2020,OostVlaanderen,6
17 mei 2020,VlaamsBrabant,7
17 mei 2020,WestVlaanderen,18
18 mei 2020,VlaamsBrabant,20
18 mei 2020,Antwerpen,72
18 mei 2020,BrabantWallon,6
18 mei 2020,Brussels,28
18 mei 2020,Hainaut,28
18 mei 2020,Liège,10
18 mei 2020,Limburg,50
18 mei 2020,Luxembourg,3
18 mei 2020,Namur,10
18 mei 2020,OostVlaanderen,41
18 mei 2020,WestVlaanderen,32
19 mei 2020,VlaamsBrabant,14
19 mei 2020,Antwerpen,36
19 mei 2020,BrabantWallon,8
19 mei 2020,Brussels,30
19 mei 2020,Hainaut,20
19 mei 2020,Liège,25
19 mei 2020,Limburg,45
19 mei 2020,Luxembourg,6
19 mei 2020,Namur,7
19 mei 2020,OostVlaanderen,41
19 mei 2020,WestVlaanderen,44
20 mei 2020,VlaamsBrabant,17
20 mei 2020,WestVlaanderen,43
20 mei 2020,OostVlaanderen,39
20 mei 2020,Namur,16
20 mei 2020,Luxembourg,6
20 mei 2020,Limburg,34
20 mei 2020,Liège,30
20 mei 2020,Hainaut,53
20 mei 2020,Brussels,29
20 mei 2020,BrabantWallon,9
20 mei 2020,Antwerpen,87
21 mei 2020,Antwerpen,9
21 mei 2020,BrabantWallon,2
21 mei 2020,Brussels,12
21 mei 2020,Hainaut,8
21 mei 2020,Limburg,8
21 mei 2020,Namur,2
21 mei 2020,OostVlaanderen,7
21 mei 2020,VlaamsBrabant,3
21 mei 2020,WestVlaanderen,13
21 mei 2020,Liège,4
22 mei 2020,WestVlaanderen,44
22 mei 2020,OostVlaanderen,32
22 mei 2020,Namur,5
22 mei 2020,Luxembourg,1
22 mei 2020,Limburg,24
22 mei 2020,Liège,17
22 mei 2020,Hainaut,20
22 mei 2020,Brussels,27
22 mei 2020,BrabantWallon,4
22 mei 2020,Antwerpen,49
22 mei 2020,VlaamsBrabant,17
23 mei 2020,Antwerpen,17
23 mei 2020,WestVlaanderen,18
23 mei 2020,VlaamsBrabant,5
23 mei 2020,OostVlaanderen,27
23 mei 2020,Namur,1
23 mei 2020,Limburg,11
23 mei 2020,Liège,15
23 mei 2020,Hainaut,12
23 mei 2020,Brussels,11
23 mei 2020,BrabantWallon,5
24 mei 2020,WestVlaanderen,2
24 mei 2020,VlaamsBrabant,4
24 mei 2020,OostVlaanderen,7
24 mei 2020,Namur,4
24 mei 2020,Antwerpen,17
24 mei 2020,Luxembourg,1
24 mei 2020,Limburg,14
24 mei 2020,Liège,7
24 mei 2020,Hainaut,8
24 mei 2020,Brussels,7
24 mei 2020,BrabantWallon,4
25 mei 2020,Antwerpen,50
25 mei 2020,WestVlaanderen,36
25 mei 2020,VlaamsBrabant,14
25 mei 2020,OostVlaanderen,55
25 mei 2020,Namur,11
25 mei 2020,Limburg,29
25 mei 2020,Liège,9
25 mei 2020,Hainaut,63
25 mei 2020,Brussels,26
25 mei 2020,BrabantWallon,5
26 mei 2020,WestVlaanderen,29
26 mei 2020,BrabantWallon,2
26 mei 2020,Antwerpen,34
26 mei 2020,VlaamsBrabant,15
26 mei 2020,OostVlaanderen,32
26 mei 2020,Namur,2
26 mei 2020,Luxembourg,8
26 mei 2020,Limburg,27
26 mei 2020,Liège,16
26 mei 2020,Hainaut,15
26 mei 2020,Brussels,18
27 mei 2020,Antwerpen,28
27 mei 2020,BrabantWallon,1
27 mei 2020,Brussels,23
27 mei 2020,Hainaut,23
27 mei 2020,Liège,23
27 mei 2020,Luxembourg,1
27 mei 2020,Namur,5
27 mei 2020,OostVlaanderen,14
27 mei 2020,VlaamsBrabant,15
27 mei 2020,WestVlaanderen,20
27 mei 2020,Limburg,24
28 mei 2020,WestVlaanderen,27
28 mei 2020,VlaamsBrabant,6
28 mei 2020,OostVlaanderen,21
28 mei 2020,Namur,1
28 mei 2020,Luxembourg,2
28 mei 2020,Limburg,18
28 mei 2020,Liège,5
28 mei 2020,Hainaut,26
28 mei 2020,Brussels,10
28 mei 2020,BrabantWallon,3
28 mei 2020,Antwerpen,35
29 mei 2020,Antwerpen,29
29 mei 2020,BrabantWallon,5
29 mei 2020,Brussels,30
29 mei 2020,Hainaut,6
29 mei 2020,Liège,8
29 mei 2020,Limburg,15
29 mei 2020,Luxembourg,7
29 mei 2020,Namur,13
29 mei 2020,OostVlaanderen,8
29 mei 2020,VlaamsBrabant,11
29 mei 2020,WestVlaanderen,25
30 mei 2020,WestVlaanderen,2
30 mei 2020,Antwerpen,8
30 mei 2020,BrabantWallon,3
30 mei 2020,Brussels,7
30 mei 2020,Hainaut,3
30 mei 2020,Liège,6
30 mei 2020,Limburg,12
30 mei 2020,Luxembourg,1
30 mei 2020,Namur,1
30 mei 2020,OostVlaanderen,10
30 mei 2020,VlaamsBrabant,7
31 mei 2020,WestVlaanderen,4
31 mei 2020,BrabantWallon,2
31 mei 2020,Brussels,5
31 mei 2020,Hainaut,4
31 mei 2020,Liège,7
31 mei 2020,Limburg,7
31 mei 2020,Antwerpen,7
31 mei 2020,Luxembourg,3
31 mei 2020,Namur,4
31 mei 2020,OostVlaanderen,3
31 mei 2020,VlaamsBrabant,2
1 jun. 2020,Antwerpen,9
1 jun. 2020,BrabantWallon,2
1 jun. 2020,Brussels,7
1 jun. 2020,Hainaut,6
1 jun. 2020,Liège,5
1 jun. 2020,Limburg,8
1 jun. 2020,Luxembourg,1
1 jun. 2020,Namur,1
1 jun. 2020,OostVlaanderen,12
1 jun. 2020,VlaamsBrabant,3
1 jun. 2020,WestVlaanderen,5
2 jun. 2020,WestVlaanderen,14
2 jun. 2020,VlaamsBrabant,12
2 jun. 2020,OostVlaanderen,21
2 jun. 2020,Namur,6
2 jun. 2020,Luxembourg,5
2 jun. 2020,Liège,11
2 jun. 2020,Hainaut,18
2 jun. 2020,Brussels,23
2 jun. 2020,BrabantWallon,1
2 jun. 2020,Antwerpen,25
2 jun. 2020,Limburg,23
3 jun. 2020,Antwerpen,30
3 jun. 2020,BrabantWallon,7
3 jun. 2020,Brussels,23
3 jun. 2020,Hainaut,15
3 jun. 2020,Liège,7
3 jun. 2020,Limburg,21
3 jun. 2020,Luxembourg,1
3 jun. 2020,Namur,2
3 jun. 2020,OostVlaanderen,13
3 jun. 2020,VlaamsBrabant,14
3 jun. 2020,WestVlaanderen,16
4 jun. 2020,WestVlaanderen,24
4 jun. 2020,Hainaut,7
4 jun. 2020,Antwerpen,29
4 jun. 2020,BrabantWallon,7
4 jun. 2020,Brussels,23
4 jun. 2020,Liège,7
4 jun. 2020,Limburg,21
4 jun. 2020,Luxembourg,1
4 jun. 2020,Namur,7
4 jun. 2020,OostVlaanderen,18
4 jun. 2020,VlaamsBrabant,15
5 jun. 2020,WestVlaanderen,8
5 jun. 2020,Antwerpen,21
5 jun. 2020,OostVlaanderen,12
5 jun. 2020,Namur,6
5 jun. 2020,Luxembourg,2
5 jun. 2020,Limburg,23
5 jun. 2020,Liège,18
5 jun. 2020,Hainaut,20
5 jun. 2020,Brussels,24
5 jun. 2020,BrabantWallon,3
5 jun. 2020,VlaamsBrabant,14
6 jun. 2020,Antwerpen,10
6 jun. 2020,WestVlaanderen,6
6 jun. 2020,BrabantWallon,4
6 jun. 2020,Brussels,4
6 jun. 2020,Hainaut,5
6 jun. 2020,Liège,8
6 jun. 2020,Limburg,18
6 jun. 2020,Luxembourg,1
6 jun. 2020,OostVlaanderen,7
6 jun. 2020,VlaamsBrabant,6
7 jun. 2020,BrabantWallon,1
7 jun. 2020,Brussels,5
7 jun. 2020,Hainaut,7
7 jun. 2020,Liège,8
7 jun. 2020,Limburg,15
7 jun. 2020,OostVlaanderen,6
7 jun. 2020,WestVlaanderen,2
7 jun. 2020,VlaamsBrabant,3
7 jun. 2020,Antwerpen,5
8 jun. 2020,WestVlaanderen,17
8 jun. 2020,Luxembourg,3
8 jun. 2020,VlaamsBrabant,20
8 jun. 2020,OostVlaanderen,12
8 jun. 2020,Namur,2
8 jun. 2020,Limburg,17
8 jun. 2020,Liège,16
8 jun. 2020,Hainaut,13
8 jun. 2020,Brussels,22
8 jun. 2020,BrabantWallon,1
8 jun. 2020,Antwerpen,22
9 jun. 2020,Antwerpen,20
9 jun. 2020,Brussels,26
9 jun. 2020,Hainaut,18
9 jun. 2020,Liège,6
9 jun. 2020,Limburg,16
9 jun. 2020,Luxembourg,8
9 jun. 2020,Namur,5
9 jun. 2020,OostVlaanderen,12
9 jun. 2020,VlaamsBrabant,12
9 jun. 2020,WestVlaanderen,16
9 jun. 2020,BrabantWallon,3
10 jun. 2020,VlaamsBrabant,14
10 jun. 2020,Antwerpen,14
10 jun. 2020,BrabantWallon,4
10 jun. 2020,Brussels,20
10 jun. 2020,Hainaut,18
10 jun. 2020,Liège,4
10 jun. 2020,WestVlaanderen,8
10 jun. 2020,Limburg,12
10 jun. 2020,Luxembourg,1
10 jun. 2020,Namur,3
10 jun. 2020,OostVlaanderen,9
11 jun. 2020,WestVlaanderen,8
11 jun. 2020,Antwerpen,12
11 jun. 2020,BrabantWallon,4
11 jun. 2020,Brussels,15
11 jun. 2020,Hainaut,18
11 jun. 2020,Liège,4
11 jun. 2020,Luxembourg,1
11 jun. 2020,Namur,1
11 jun. 2020,OostVlaanderen,11
11 jun. 2020,VlaamsBrabant,6
11 jun. 2020,Limburg,14
12 jun. 2020,Antwerpen,15
12 jun. 2020,BrabantWallon,2
12 jun. 2020,Brussels,19
12 jun. 2020,Hainaut,11
12 jun. 2020,Liège,10
12 jun. 2020,Limburg,7
12 jun. 2020,Luxembourg,1
12 jun. 2020,Namur,1
12 jun. 2020,OostVlaanderen,6
12 jun. 2020,VlaamsBrabant,7
12 jun. 2020,WestVlaanderen,5
13 jun. 2020,WestVlaanderen,5
13 jun. 2020,VlaamsBrabant,3
13 jun. 2020,OostVlaanderen,3
13 jun. 2020,Namur,2
13 jun. 2020,Luxembourg,2
13 jun. 2020,Limburg,5
13 jun. 2020,Liège,6
13 jun. 2020,Hainaut,4
13 jun. 2020,Brussels,4
13 jun. 2020,BrabantWallon,5
13 jun. 2020,Antwerpen,6
14 jun. 2020,Antwerpen,7
14 jun. 2020,Brussels,2
14 jun. 2020,Hainaut,1
14 jun. 2020,Limburg,2
14 jun. 2020,OostVlaanderen,1
14 jun. 2020,VlaamsBrabant,2
14 jun. 2020,WestVlaanderen,4
14 jun. 2020,Liège,2
15 jun. 2020,Antwerpen,31
15 jun. 2020,BrabantWallon,3
15 jun. 2020,Brussels,18
15 jun. 2020,Hainaut,20
15 jun. 2020,Liège,5
15 jun. 2020,Limburg,20
15 jun. 2020,Luxembourg,2
15 jun. 2020,Namur,3
15 jun. 2020,OostVlaanderen,12
15 jun. 2020,VlaamsBrabant,9
15 jun. 2020,WestVlaanderen,23
16 jun. 2020,WestVlaanderen,18
16 jun. 2020,BrabantWallon,2
16 jun. 2020,Antwerpen,16
16 jun. 2020,Brussels,11
16 jun. 2020,Hainaut,9
16 jun. 2020,Liège,9
16 jun. 2020,Limburg,15
16 jun. 2020,Luxembourg,2
16 jun. 2020,Namur,1
16 jun. 2020,OostVlaanderen,6
16 jun. 2020,VlaamsBrabant,8
17 jun. 2020,Antwerpen,33
17 jun. 2020,WestVlaanderen,29
17 jun. 2020,VlaamsBrabant,10
17 jun. 2020,OostVlaanderen,9
17 jun. 2020,Namur,2
17 jun. 2020,Limburg,13
17 jun. 2020,Liège,4
17 jun. 2020,Hainaut,13
17 jun. 2020,Brussels,7
18 jun. 2020,WestVlaanderen,20
18 jun. 2020,Antwerpen,13
18 jun. 2020,VlaamsBrabant,8
18 jun. 2020,OostVlaanderen,6
18 jun. 2020,Namur,2
18 jun. 2020,Luxembourg,3
18 jun. 2020,Limburg,5
18 jun. 2020,Liège,16
18 jun. 2020,Hainaut,5
18 jun. 2020,Brussels,20
18 jun. 2020,BrabantWallon,8
19 jun. 2020,Antwerpen,21
19 jun. 2020,Brussels,19
19 jun. 2020,Hainaut,7
19 jun. 2020,Liège,6
19 jun. 2020,Limburg,14
19 jun. 2020,Luxembourg,5
19 jun. 2020,Namur,2
19 jun. 2020,OostVlaanderen,11
19 jun. 2020,VlaamsBrabant,5
19 jun. 2020,WestVlaanderen,25
20 jun. 2020,BrabantWallon,3
20 jun. 2020,Brussels,3
20 jun. 2020,Hainaut,8
20 jun. 2020,Liège,7
20 jun. 2020,Limburg,4
20 jun. 2020,Luxembourg,3
20 jun. 2020,Namur,2
20 jun. 2020,OostVlaanderen,2
20 jun. 2020,VlaamsBrabant,1
20 jun. 2020,WestVlaanderen,6
20 jun. 2020,Antwerpen,9
21 jun. 2020,Luxembourg,2
21 jun. 2020,WestVlaanderen,4
21 jun. 2020,VlaamsBrabant,2
21 jun. 2020,OostVlaanderen,1
21 jun. 2020,Limburg,4
21 jun. 2020,Liège,3
21 jun. 2020,Antwerpen,3
22 jun. 2020,Liège,10
22 jun. 2020,Limburg,8
22 jun. 2020,Luxembourg,6
22 jun. 2020,Namur,2
22 jun. 2020,OostVlaanderen,6
22 jun. 2020,VlaamsBrabant,6
22 jun. 2020,WestVlaanderen,20
22 jun. 2020,Hainaut,33
22 jun. 2020,BrabantWallon,6
22 jun. 2020,Antwerpen,26
22 jun. 2020,Brussels,17
23 jun. 2020,VlaamsBrabant,4
23 jun. 2020,Antwerpen,14
23 jun. 2020,BrabantWallon,4
23 jun. 2020,Brussels,14
23 jun. 2020,Hainaut,11
23 jun. 2020,WestVlaanderen,16
23 jun. 2020,Liège,8
23 jun. 2020,Limburg,16
23 jun. 2020,Luxembourg,5
23 jun. 2020,Namur,2
23 jun. 2020,OostVlaanderen,8
24 jun. 2020,WestVlaanderen,17
24 jun. 2020,Antwerpen,20
24 jun. 2020,BrabantWallon,1
24 jun. 2020,Brussels,8
24 jun. 2020,Hainaut,12
24 jun. 2020,Limburg,16
24 jun. 2020,Luxembourg,3
24 jun. 2020,Namur,2
24 jun. 2020,OostVlaanderen,6
24 jun. 2020,Liège,8
24 jun. 2020,VlaamsBrabant,5
25 jun. 2020,Antwerpen,21
25 jun. 2020,BrabantWallon,3
25 jun. 2020,Brussels,9
25 jun. 2020,Hainaut,12
25 jun. 2020,Liège,1
25 jun. 2020,Limburg,5
25 jun. 2020,Luxembourg,3
25 jun. 2020,OostVlaanderen,8
25 jun. 2020,VlaamsBrabant,9
25 jun. 2020,WestVlaanderen,3
26 jun. 2020,VlaamsBrabant,5
26 jun. 2020,WestVlaanderen,19
26 jun. 2020,OostVlaanderen,9
26 jun. 2020,Namur,1
26 jun. 2020,Limburg,10
26 jun. 2020,Liège,6
26 jun. 2020,Hainaut,14
26 jun. 2020,Brussels,23
26 jun. 2020,BrabantWallon,2
26 jun. 2020,Antwerpen,16
27 jun. 2020,BrabantWallon,1
27 jun. 2020,Brussels,7
27 jun. 2020,Antwerpen,4
27 jun. 2020,Liège,3
27 jun. 2020,Limburg,1
27 jun. 2020,Luxembourg,2
27 jun. 2020,Namur,1
27 jun. 2020,OostVlaanderen,6
27 jun. 2020,VlaamsBrabant,3
27 jun. 2020,WestVlaanderen,7
27 jun. 2020,Hainaut,4
28 jun. 2020,Antwerpen,8
28 jun. 2020,Hainaut,4
28 jun. 2020,Luxembourg,1
28 jun. 2020,OostVlaanderen,2
28 jun. 2020,VlaamsBrabant,1
28 jun. 2020,WestVlaanderen,6
29 jun. 2020,WestVlaanderen,23
29 jun. 2020,Antwerpen,31
29 jun. 2020,BrabantWallon,3
29 jun. 2020,OostVlaanderen,6
29 jun. 2020,Brussels,29
29 jun. 2020,Hainaut,5
29 jun. 2020,Liège,5
29 jun. 2020,Limburg,9
29 jun. 2020,Luxembourg,3
29 jun. 2020,Namur,3
29 jun. 2020,VlaamsBrabant,8
30 jun. 2020,WestVlaanderen,12
30 jun. 2020,VlaamsBrabant,5
30 jun. 2020,OostVlaanderen,9
30 jun. 2020,Namur,4
30 jun. 2020,Luxembourg,2
30 jun. 2020,Limburg,6
30 jun. 2020,Brussels,23
30 jun. 2020,Liège,7
30 jun. 2020,Hainaut,13
30 jun. 2020,BrabantWallon,1
30 jun. 2020,Antwerpen,14
1 jul. 2020,Antwerpen,30
1 jul. 2020,BrabantWallon,1
1 jul. 2020,Brussels,22
1 jul. 2020,Hainaut,14
1 jul. 2020,Liège,1
1 jul. 2020,Limburg,9
1 jul. 2020,Luxembourg,1
1 jul. 2020,OostVlaanderen,11
1 jul. 2020,VlaamsBrabant,7
1 jul. 2020,WestVlaanderen,19
2 jul. 2020,BrabantWallon,1
2 jul. 2020,Brussels,22
2 jul. 2020,Hainaut,10
2 jul. 2020,Limburg,6
2 jul. 2020,Luxembourg,2
2 jul. 2020,OostVlaanderen,7
2 jul. 2020,VlaamsBrabant,13
2 jul. 2020,WestVlaanderen,9
2 jul. 2020,Antwerpen,21
3 jul. 2020,WestVlaanderen,14
3 jul. 2020,VlaamsBrabant,2
3 jul. 2020,OostVlaanderen,12
3 jul. 2020,Namur,2
3 jul. 2020,Limburg,4
3 jul. 2020,Liège,4
3 jul. 2020,Hainaut,11
3 jul. 2020,Brussels,10
3 jul. 2020,BrabantWallon,3
3 jul. 2020,Antwerpen,27
4 jul. 2020,BrabantWallon,1
4 jul. 2020,Brussels,3
4 jul. 2020,Hainaut,10
4 jul. 2020,Antwerpen,12
4 jul. 2020,Limburg,7
4 jul. 2020,Luxembourg,3
4 jul. 2020,OostVlaanderen,3
4 jul. 2020,VlaamsBrabant,3
4 jul. 2020,WestVlaanderen,6
4 jul. 2020,Liège,5
5 jul. 2020,Antwerpen,4
5 jul. 2020,BrabantWallon,1
5 jul. 2020,Brussels,1
5 jul. 2020,Limburg,1
5 jul. 2020,Luxembourg,1
5 jul. 2020,OostVlaanderen,2
5 jul. 2020,WestVlaanderen,13
6 jul. 2020,WestVlaanderen,13
6 jul. 2020,Liège,5
6 jul. 2020,Antwerpen,33
6 jul. 2020,BrabantWallon,4
6 jul. 2020,Brussels,24
6 jul. 2020,Hainaut,6
6 jul. 2020,Limburg,7
6 jul. 2020,Luxembourg,3
6 jul. 2020,Namur,1
6 jul. 2020,OostVlaanderen,6
6 jul. 2020,VlaamsBrabant,9
7 jul. 2020,WestVlaanderen,14
7 jul. 2020,BrabantWallon,2
7 jul. 2020,Brussels,8
7 jul. 2020,Hainaut,4
7 jul. 2020,Liège,15
7 jul. 2020,Limburg,7
7 jul. 2020,Luxembourg,3
7 jul. 2020,Antwerpen,23
7 jul. 2020,Namur,2
7 jul. 2020,OostVlaanderen,11
7 jul. 2020,VlaamsBrabant,8
8 jul. 2020,Antwerpen,41
8 jul. 2020,BrabantWallon,5
8 jul. 2020,Brussels,13
8 jul. 2020,Hainaut,6
8 jul. 2020,Liège,1
8 jul. 2020,Limburg,22
8 jul. 2020,Luxembourg,2
8 jul. 2020,OostVlaanderen,10
8 jul. 2020,VlaamsBrabant,9
8 jul. 2020,WestVlaanderen,25
9 jul. 2020,Luxembourg,2
9 jul. 2020,WestVlaanderen,16
9 jul. 2020,VlaamsBrabant,7
9 jul. 2020,OostVlaanderen,7
9 jul. 2020,Limburg,14
9 jul. 2020,Liège,6
9 jul. 2020,Hainaut,5
9 jul. 2020,Brussels,28
9 jul. 2020,BrabantWallon,5
9 jul. 2020,Antwerpen,15
10 jul. 2020,Brussels,18
10 jul. 2020,Antwerpen,25
10 jul. 2020,Liège,9
10 jul. 2020,Limburg,10
10 jul. 2020,OostVlaanderen,3
10 jul. 2020,VlaamsBrabant,7
10 jul. 2020,WestVlaanderen,4
10 jul. 2020,Hainaut,5
11 jul. 2020,Antwerpen,1
11 jul. 2020,Brussels,1
11 jul. 2020,Hainaut,2
11 jul. 2020,Liège,2
11 jul. 2020,Limburg,5
11 jul. 2020,WestVlaanderen,6